protocolo;numero_licitacao;modalidade;cd_ugestora;valor_licitado;ano_homologacao;cpf_cnpj_proponente;valor_proposta;situacao_proposta
Doc. 00719/19;00004/2019;Pregao Presencial;201067;700.000,00;2019;138641890001-02;11.289.740,00;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;91.665.000,00;2019;177744860001-18;15.577.000,00;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;11.760.000,00;2019;186583860001-99;2.350.930,00;Vencedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;35.578.900,00;2019;198408640001-40;17.981.700,00;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;10.000.000,00;2019;203859220001-71;10.672.250,00;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;11.760.000,00;2019;231404950001-50;1.226.000,00;Vencedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;700.000,00;2019;240843860001-25;15.080.350,00;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;91.665.000,00;2019;242948970001-71;15.124.650,00;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;10.000.000,00;2019;250301210001-07;2.650.000,00;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;91.665.000,00;2019;278344530001-70;13.467.000,00;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;27.100.000,00;2019;292500380001-02;8.738.100,00;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;91.665.000,00;2019;299791490001-46;11.494.000,00;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;11.760.000,00;2019;321947990001-90;829.680,00;Vencedora
Doc. 00721/20;00034/2019;Pregao Presencial;201028;47.069.250,00;2020;298849940001-38;12.573.550,00;Vencedora
Doc. 00722/20;00001/2020;Tomada de Precos;201172;2.000.000,00;2020;108722800001-81;45.262.230,00;Perdedora
Doc. 00722/20;00001/2020;Tomada de Precos;201172;63.530.000,00;2020;328431590001-64;44.795.362,00;Vencedora
Doc. 00740/19;00004/2019;Pregao Presencial;601014;16.280.000,00;2019;127340180001-04;9.355.100,00;Vencedora
Doc. 00740/19;00004/2019;Pregao Presencial;601014;17.665.824,00;2019;136269170001-48;12.697.238,00;Vencedora
Doc. 00764/19;00001/2019;Pregao Presencial;201137;16.280.000,00;2019;81349750001-14;10.800.000,00;Vencedora
Doc. 00766/19;00007/2019;Pregao Presencial;201067;55.751.000,00;2019;700971420001-02;10.818.945,00;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;5.339.492,00;2020;2361930001-84;51.940.320,00;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;3.500.000,00;2020;38170430001-52;41.300.860,00;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;885.000,00;2020;81602900001-42;32.933.930,00;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;3.600.000,00;2020;86747520001-40;26.866.400,00;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;5.339.492,00;2020;87782010001-26;18.054.150,00;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;5.339.492,00;2020;108317010001-26;41.377.240,00;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;10.060.000,00;2020;152185610001-39;43.541.220,00;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;5.339.492,00;2020;202268460001-51;38.540.360,00;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;1.200.000,00;2020;407871520001-09;29.834.620,00;Perdedora
Doc. 00783/20;00003/2019;Tomada de Precos;201098;1.426.800,00;2020;270835410001-87;16.723.458,00;Perdedora
Doc. 00783/20;00003/2019;Tomada de Precos;201098;11.390.000,00;2020;312469320001-42;14.606.697,00;Vencedora
Doc. 00784/19;00003/2019;Pregao Presencial;201137;158.497.294,00;2019;114261660001-90;4.196.070,00;Vencedora
Doc. 00784/20;00002/2020;Pregao Presencial;201030;5.852.982,00;2020;72789810001-82;3.308.000,00;Vencedora
Doc. 00784/20;00002/2020;Pregao Presencial;201030;5.852.982,00;2020;198811650001-48;13.332.000,00;Vencedora
Doc. 00784/20;00002/2020;Pregao Presencial;201030;5.852.982,00;2020;207545750001-07;3.140.000,00;Vencedora
Doc. 00784/20;00002/2020;Pregao Presencial;201030;17.006.100,00;2020;219335480001-64;19.405.000,00;Perdedora
Doc. 00784/20;00002/2020;Pregao Presencial;201030;5.852.982,00;2020;268378710001-58;19.405.000,00;Vencedora
Doc. 00790/19;00008/2019;Pregao Presencial;201067;158.497.294,00;2019;48264240001-60;2.054.800,00;Perdedora
Doc. 00790/19;00008/2019;Pregao Presencial;201067;158.497.294,00;2019;198355420001-02;2.613.100,00;Perdedora
Doc. 00790/19;00008/2019;Pregao Presencial;201067;158.497.294,00;2019;225263940001-59;1.970.609,00;Perdedora
Doc. 00790/19;00008/2019;Pregao Presencial;201067;158.497.294,00;2019;320561010001-70;1.872.160,00;Vencedora
Doc. 00790/19;00008/2019;Pregao Presencial;201067;158.497.294,00;2019;409640660001-16;2.954.470,00;Perdedora
Doc. 00801/19;00050/2018;Pregao Presencial;201061;8.400.000,00;2019;5979180001-60;2.258.000,00;Vencedora
Doc. 00809/19;00001/2019;Pregao Eletronico;304095;205.777.650,00;2019;26964640001-00;89.999.600,00;Perdedora
Doc. 00809/19;00001/2019;Pregao Eletronico;304095;205.777.650,00;2019;86495390001-88;18.200.000,00;Perdedora
Doc. 00809/19;00001/2019;Pregao Eletronico;304095;205.777.650,00;2019;170205420001-29;23.760.000,00;Perdedora
Doc. 00809/19;00001/2019;Pregao Eletronico;304095;960.000,00;2019;194639770001-73;27.719.995,00;Perdedora
Doc. 00809/19;00001/2019;Pregao Eletronico;304095;205.777.650,00;2019;217787600001-02;18.196.200,00;Vencedora
Doc. 00809/19;00001/2019;Pregao Eletronico;304095;205.777.650,00;2019;305975770001-93;27.720.000,00;Perdedora
Doc. 00821/20;00001/2020;Pregao Presencial;201173;12.051.066,00;2020;38418260001-71;21.043.840,00;Vencedora
Doc. 00821/20;00001/2020;Pregao Presencial;201173;5.852.982,00;2020;319880490001-28;9.985.700,00;Vencedora
Doc. 00831/20;00002/2020;Pregao Presencial;201173;9.453.193,00;2020;38418260001-71;13.120.159,00;Vencedora
Doc. 00831/20;00002/2020;Pregao Presencial;201173;9.241.000,00;2020;319880490001-28;3.183.750,00;Vencedora
Doc. 00835/20;00003/2020;Pregao Presencial;201173;9.453.193,00;2020;38418260001-71;21.184.840,00;Vencedora
Doc. 00868/19;00002/2019;Pregao Presencial;201058;16.416.000,00;2019;77885100001-14;2.295.800,00;Vencedora
Doc. 00868/19;00002/2019;Pregao Presencial;201058;1.100.000,00;2019;172274850001-53;27.730.040,00;Vencedora
Doc. 00868/19;00002/2019;Pregao Presencial;201058;16.416.000,00;2019;261569230001-20;7.922.000,00;Vencedora
Doc. 00883/20;00001/2020;Pregao Presencial;201014;3.520.000,00;2020;54570260001-87;17.066.785,00;Vencedora
Doc. 00883/20;00001/2020;Pregao Presencial;201014;3.520.000,00;2020;126739010001-23;10.279.780,00;Vencedora
Doc. 00883/20;00001/2020;Pregao Presencial;201014;6.634.800,00;2020;268891810001-42;19.340.769,00;Vencedora
Doc. 00883/20;00001/2020;Pregao Presencial;201014;5.000.000,00;2020;320561010001-70;17.794.292,00;Vencedora
Doc. 00884/20;00004/2020;Pregao Presencial;601014;4.363.100,00;2020;53017120001-64;27.985.443,00;Vencedora
Doc. 00884/20;00004/2020;Pregao Presencial;601014;4.363.100,00;2020;54570260001-87;25.162.922,00;Vencedora
Doc. 00884/20;00004/2020;Pregao Presencial;601014;4.363.100,00;2020;126739010001-23;22.043.025,00;Vencedora
Doc. 00884/20;00004/2020;Pregao Presencial;601014;3.520.000,00;2020;224784640001-40;32.857.930,00;Perdedora
Doc. 00884/20;00004/2020;Pregao Presencial;601014;4.352.000,00;2020;268891810001-42;30.301.471,00;Vencedora
Doc. 00884/20;00004/2020;Pregao Presencial;601014;122.583.660,00;2020;320561010001-70;27.357.493,00;Vencedora
Doc. 00887/20;00001/2020;Pregao Presencial;201106;1.350.000,00;2020;39655170001-03;3.428.634,00;Vencedora
Doc. 00887/20;00001/2020;Pregao Presencial;201106;788.900,00;2020;46791190001-93;62.200,00;Vencedora
Doc. 00887/20;00001/2020;Pregao Presencial;201106;26.204.400,00;2020;81602900001-42;81.374,00;Vencedora
Doc. 00887/20;00001/2020;Pregao Presencial;201106;750.000,00;2020;166986190001-51;150.880,00;Vencedora
Doc. 00887/20;00001/2020;Pregao Presencial;201106;213.435,00;2020;168260430001-60;392.023,00;Vencedora
Doc. 00887/20;00001/2020;Pregao Presencial;201106;7.500.000,00;2020;634788950001-94;282.000,00;Vencedora
Doc. 00894/20;00001/2020;Pregao Presencial;601044;4.800.000,00;2020;36050560001-68;46.171.000,00;Vencedora
Doc. 00905/20;00001/2020;Tomada de Precos;201079;333.134,00;2020;105887670001-37;29.589.647,00;Vencedora
Doc. 00906/20;00002/2020;Tomada de Precos;201079;333.134,00;2020;105887670001-37;6.943.596,00;Vencedora
Doc. 00908/20;00003/2020;Tomada de Precos;201079;300.000,00;2020;120969590001-51;19.886.138,00;Vencedora
Doc. 00910/20;00004/2020;Tomada de Precos;201079;18.546.800,00;2020;105887670001-37;8.915.295,00;Vencedora
Doc. 00919/19;00002/2019;Pregao Presencial;601171;33.661.510,00;2019;140880100001-35;10.400.000,00;Vencedora
Doc. 00923/19;00032/2018;Pregao Presencial;201184;33.661.510,00;2019;107144160001-25;39.922.400,00;Vencedora
Doc. 00931/20;00002/2020;Pregao Presencial;201214;18.546.800,00;2020;348421520001-53;4.400.000,00;Vencedora
Doc. 00932/19;00001/2019;Pregao Presencial;201223;33.661.510,00;2019;81602900001-42;360.300,00;Vencedora
Doc. 00932/19;00001/2019;Pregao Presencial;201223;33.661.510,00;2019;94780230001-80;1.157.800,00;Vencedora
Doc. 00932/19;00001/2019;Pregao Presencial;201223;33.661.510,00;2019;127109160001-14;3.610.000,00;Vencedora
Doc. 00932/19;00001/2019;Pregao Presencial;201223;33.661.510,00;2019;314999390001-76;193.000,00;Vencedora
Doc. 00932/20;00003/2020;Pregao Presencial;201214;18.546.800,00;2020;76018720001-54;8.400.000,00;Vencedora
Doc. 00934/20;00004/2020;Pregao Presencial;201214;18.546.800,00;2020;348108350001-29;11.500.000,00;Vencedora
Doc. 00936/20;00005/2020;Pregao Presencial;201214;18.546.800,00;2020;129335290001-47;25.000.000,00;Vencedora
Doc. 00937/20;00006/2020;Pregao Presencial;201214;18.546.800,00;2020;354278480001-86;6.705.000,00;Vencedora
Doc. 00941/20;00005/2020;Pregao Presencial;201110;12.832.440,00;2020;117552540001-36;33.880.000,00;Vencedora
Doc. 00941/20;00005/2020;Pregao Presencial;201110;12.832.440,00;2020;203266780001-76;36.700.000,00;Vencedora
Doc. 00946/21;00001/2021;Chamada Publica;201100;7.200.000,00;2021;265524240001-52;2.800.000,00;Vencedora
Doc. 00972/19;00001/2019;Pregao Presencial;201034;33.661.510,00;2019;171097040001-08;64.605.118,00;Vencedora
Doc. 00974/20;00001/2020;Pregao Presencial;601177;300.000,00;2020;6837540001-93;62.945.000,00;Vencedora
Doc. 00976/20;00003/2020;Pregao Presencial;601177;300.000,00;2020;354199360001-36;17.560.000,00;Vencedora
Doc. 00980/20;00001/2020;Pregao Presencial;201177;2.830.000,00;2020;6837540001-93;62.945.000,00;Vencedora
Doc. 00982/20;00002/2020;Pregao Presencial;201177;300.000,00;2020;194932240001-00;7.750.000,00;Vencedora
Doc. 00986/20;00003/2020;Pregao Presencial;201177;300.000,00;2020;354199360001-36;17.560.000,00;Vencedora
Doc. 00994/19;00002/2019;Pregao Presencial;201170;419.251.086,00;2019;54536080001-95;12.100.000,00;Perdedora
Doc. 00994/19;00002/2019;Pregao Presencial;201170;20.417.535,00;2019;247589640001-61;10.700.000,00;Vencedora
Doc. 01004/19;00008/2018;Tomada de Precos;201028;13.945.308,00;2019;111501500001-06;13.666.490,00;Vencedora
Doc. 01004/19;00008/2018;Tomada de Precos;201028;13.945.308,00;2019;202564120001-02;13.722.014,00;Perdedora
Doc. 01004/19;00008/2018;Tomada de Precos;201028;13.945.308,00;2019;298849940001-38;14.850.731,00;Perdedora
Doc. 01012/20;00030/2019;Pregao Presencial;201048;300.000,00;2020;310596410001-45;3.000.000,00;Vencedora
Doc. 01013/20;00013/2019;Pregao Presencial;601143;3.081.600,00;2020;291597520001-81;29.033.400,00;Vencedora
Doc. 01022/20;00002/2020;Pregao Presencial;201168;300.000,00;2020;31323380001-95;21.085.300,00;Vencedora
Doc. 01022/20;00002/2020;Pregao Presencial;201168;32.066.239,00;2020;180447110001-23;49.092.350,00;Perdedora
Doc. 01022/20;00002/2020;Pregao Presencial;201168;500.000,00;2020;242154360001-66;23.076.900,00;Vencedora
Doc. 01027/19;00002/2019;Pregao Presencial;201133;13.945.308,00;2019;49181610001-10;9.904.360,00;Vencedora
Doc. 01027/20;00003/2020;Pregao Presencial;201168;300.000,00;2020;31323380001-95;10.614.100,00;Vencedora
Doc. 01027/20;00003/2020;Pregao Presencial;201168;1.500.000,00;2020;242154360001-66;10.397.500,00;Vencedora
Doc. 01028/19;00003/2019;Pregao Presencial;201133;8.169.585,00;2019;57979870001-30;12.659.630,00;Vencedora
Doc. 01030/19;00001/2019;Tomada de Precos;201133;8.169.585,00;2019;271061310001-04;9.525.724,00;Vencedora
Doc. 01032/20;00001/2020;Tomada de Precos;201204;62.330.948,00;2020;120969590001-51;41.576.136,00;Perdedora
Doc. 01032/20;00001/2020;Tomada de Precos;201204;10.197.710,00;2020;185194710001-76;44.515.366,00;Vencedora
Doc. 01032/20;00001/2020;Tomada de Precos;201204;8.290.010,00;2020;193633750001-44;45.035.519,00;Perdedora
Doc. 01032/20;00001/2020;Tomada de Precos;201204;275.000,00;2020;266353440001-60;43.708.305,00;Perdedora
Doc. 01032/20;00001/2020;Tomada de Precos;201204;4.753.000,00;2020;286971270001-20;43.552.607,00;Perdedora
Doc. 01034/19;00001/2019;Pregao Presencial;201172;8.169.585,00;2019;71445520001-12;64.884.000,00;Vencedora
Doc. 01035/19;00002/2019;Pregao Presencial;201172;8.169.585,00;2019;46125550001-45;25.000.000,00;Vencedora
Doc. 01036/19;00003/2019;Pregao Presencial;201172;15.336.000,00;2019;35461670001-40;525.400,00;Vencedora
Doc. 01036/19;00003/2019;Pregao Presencial;201172;8.169.585,00;2019;192963550001-06;2.378.000,00;Vencedora
Doc. 01036/19;00003/2019;Pregao Presencial;201172;8.169.585,00;2019;204132210001-07;3.680.300,00;Vencedora
Doc. 01036/19;00003/2019;Pregao Presencial;201172;8.169.585,00;2019;225263940001-59;6.163.700,00;Vencedora
Doc. 01036/19;00003/2019;Pregao Presencial;201172;8.169.585,00;2019;225702370001-40;8.663.900,00;Vencedora
Doc. 01046/20;00002/2020;Pregao Presencial;201204;10.197.710,00;2020;94049710001-71;60.252.000,00;Vencedora
Doc. 01048/19;00001/2019;Pregao Presencial;201011;15.336.000,00;2019;292460800001-41;8.800.000,00;Vencedora
Doc. 01048/19;00001/2019;Pregao Presencial;201011;15.336.000,00;2019;294325060001-51;4.494.500,00;Vencedora
Doc. 01048/19;00001/2019;Pregao Presencial;201011;15.336.000,00;2019;294686850001-87;9.020.000,00;Vencedora
Doc. 01049/19;00002/2019;Pregao Presencial;201011;10.850.000,00;2019;78970390001-00;4.525.000,00;Vencedora
Doc. 01049/19;00002/2019;Pregao Presencial;201011;15.336.000,00;2019;91095470001-02;6.500.000,00;Perdedora
Doc. 01049/19;00002/2019;Pregao Presencial;201011;10.850.000,00;2019;127109160001-14;9.000.000,00;Perdedora
Doc. 01050/19;00159/2018;Pregao Presencial;201040;10.850.000,00;2019;700922750001-88;16.900.000,00;Vencedora
Doc. 01055/19;25001/2019;Pregao Presencial;603050;1.671.400,00;2019;244332490001-59;35.267.700,00;Vencedora
Doc. 01055/19;25001/2019;Pregao Presencial;603050;1.671.400,00;2019;272206920001-30;37.260.250,00;Perdedora
Doc. 01055/20;00001/2020;Pregao Presencial;201081;41.766.500,00;2020;9585480002-20;12.000.000,00;Vencedora
Doc. 01057/19;25002/2019;Pregao Presencial;603050;24.634.200,00;2019;53017120001-64;37.185.440,00;Vencedora
Doc. 01057/19;25002/2019;Pregao Presencial;603050;24.634.200,00;2019;90049010001-26;31.900.700,00;Vencedora
Doc. 01057/19;25002/2019;Pregao Presencial;603050;24.634.200,00;2019;225263940001-59;27.527.620,00;Vencedora
Doc. 01058/20;00002/2020;Pregao Presencial;201081;41.766.500,00;2020;53017120001-64;88.740,00;Vencedora
Doc. 01058/20;00002/2020;Pregao Presencial;201081;41.766.500,00;2020;320561010001-70;14.427.675,00;Vencedora
Doc. 01059/20;00001/2020;Tomada de Precos;201108;41.766.500,00;2020;8331400001-40;14.000.000,00;Vencedora
Doc. 01061/19;00167/2018;Pregao Presencial;201040;1.000.000,00;2019;106492720001-70;908.250,00;Vencedora
Doc. 01061/19;00167/2018;Pregao Presencial;201040;24.634.200,00;2019;700922750001-88;2.400.000,00;Vencedora
Doc. 01062/20;00001/2020;Pregao Presencial;201019;41.766.500,00;2020;213993980001-50;67.844.738,00;Vencedora
Doc. 01065/19;00001/2019;Pregao Presencial;201085;3.240.000,00;2019;144024090001-49;57.110.000,00;Vencedora
Doc. 01072/19;00002/2019;Pregao Presencial;201085;1.000.000,00;2019;354199360001-36;32.000.000,00;Vencedora
Doc. 01075/20;00001/2020;Pregao Presencial;601110;12.043.459,00;2020;15024020001-57;42.336.000,00;Vencedora
Doc. 01076/20;00002/2020;Pregao Presencial;601110;43.394.005,00;2020;409400170001-43;36.000.000,00;Vencedora
Doc. 01087/20;00001/2020;Tomada de Precos;201157;8.550.000,00;2020;227592350001-02;22.700.687,00;Vencedora
Doc. 01089/19;00002/2019;Pregao Presencial;201141;1.500.000,00;2019;227634800001-85;46.584.000,00;Vencedora
Doc. 01090/19;00003/2019;Pregao Presencial;201141;1.000.000,00;2019;294106980001-03;19.336.300,00;Vencedora
Doc. 01090/20;00004/2020;Pregao Presencial;201132;35.723.500,00;2020;268891810001-42;7.784.061,00;Vencedora
Doc. 01093/19;00004/2019;Pregao Presencial;201141;57.590.000,00;2019;53017120001-64;49.278.924,00;Vencedora
Doc. 01094/19;00005/2019;Pregao Presencial;201141;6.500.000,00;2019;39366260002-83;1.435.000,00;Vencedora
Doc. 01097/20;00002/2020;Pregao Presencial;201092;1.860.000,00;2020;81602900001-42;16.297.340,00;Vencedora
Doc. 01097/20;00002/2020;Pregao Presencial;201092;7.957.022,00;2020;152185610001-39;11.763.420,00;Vencedora
Doc. 01097/20;00002/2020;Pregao Presencial;201092;1.860.000,00;2020;222911820001-30;12.910.920,00;Vencedora
Doc. 01097/20;00002/2020;Pregao Presencial;201092;35.723.500,00;2020;701043440001-26;16.986.090,00;Perdedora
Doc. 01098/19;00006/2019;Pregao Presencial;201141;33.845.665,00;2019;278347080001-02;1.996.000,00;Vencedora
Doc. 01103/19;00006/2019;Pregao Presencial;201101;33.845.665,00;2019;265132380001-04;7.200.000,00;Vencedora
Doc. 01108/20;00001/2020;Tomada de Precos;201132;3.844.000,00;2020;268368420001-71;12.760.178,00;Vencedora
Doc. 01117/20;00006/2020;Pregao Presencial;201112;3.844.000,00;2020;23230330001-06;25.900.000,00;Perdedora
Doc. 01117/20;00006/2020;Pregao Presencial;201112;6.000.000,00;2020;177924700001-38;23.500.000,00;Vencedora
Doc. 01118/20;00010/2019;Inexigibilidade;201143;2.672.650,00;2019;89586250001-72;1.500.000,00;Vencedora
Doc. 01136/19;00002/2019;Pregao Presencial;601075;3.230.000,00;2019;319327820001-20;3.625.200,00;Vencedora
Doc. 01149/19;00001/2019;Tomada de Precos;601075;5.369.060,00;2019;58811700001-46;11.399.835,00;Perdedora
Doc. 01149/19;00001/2019;Tomada de Precos;601075;5.369.060,00;2019;151617820001-18;11.254.725,00;Vencedora
Doc. 01149/19;00001/2019;Tomada de Precos;601075;5.369.060,00;2019;174409650001-06;11.388.167,00;Vencedora
Doc. 01149/19;00001/2019;Tomada de Precos;601075;5.369.060,00;2019;189209240001-71;11.399.835,00;Perdedora
Doc. 01149/19;00001/2019;Tomada de Precos;601075;5.369.060,00;2019;306768830001-15;11.399.835,00;Perdedora
Doc. 01166/19;00001/2019;Pregao Presencial;201187;5.369.060,00;2019;32465870001-01;1.211.800,00;Vencedora
Doc. 01166/19;00001/2019;Pregao Presencial;201187;5.369.060,00;2019;81602900001-42;981.450,00;Vencedora
Doc. 01166/19;00001/2019;Pregao Presencial;201187;5.369.060,00;2019;87782010001-26;5.221.200,00;Vencedora
Doc. 01166/19;00001/2019;Pregao Presencial;201187;5.369.060,00;2019;108317010001-26;9.156.500,00;Vencedora
Doc. 01166/19;00001/2019;Pregao Presencial;201187;5.369.060,00;2019;152185610001-39;9.657.200,00;Vencedora
Doc. 01166/19;00001/2019;Pregao Presencial;201187;5.369.060,00;2019;269429580001-95;196.000,00;Vencedora
Doc. 01166/19;00001/2019;Pregao Presencial;201187;5.369.060,00;2019;634788950001-94;513.100,00;Vencedora
Doc. 01166/20;00002/2020;Pregao Presencial;201006;1.000.000,00;2020;57577460001-68;7.103.630,00;Vencedora
Doc. 01166/20;00002/2020;Pregao Presencial;201006;5.040.000,00;2020;268891810001-42;293.990,00;Vencedora
Doc. 01167/19;00007/2019;Pregao Presencial;201101;5.369.060,00;2019;265132380001-04;6.000.000,00;Vencedora
Doc. 01167/19;00007/2019;Pregao Presencial;201101;5.369.060,00;2019;269952670001-50;6.600.000,00;Perdedora
Doc. 01168/19;10036/2018;Pregao Presencial;201061;5.369.060,00;2019;25275310001-62;19.122.000,00;Perdedora
