,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,cast,keywords,director
49,2200000,"['Science Fiction', 'Drama']",,185,tt0066921,en,A Clockwork Orange,"Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets.",17.112594,1971-12-18,26589000.0,136.0,Released,"Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.",A Clockwork Orange,False,8.0,3432.0,"['Malcolm McDowell', 'Patrick Magee', 'Adrienne Corri']","['prison', 'street gang', 'rape']",Stanley Kubrick
50,25000000,"['Action', 'Crime', 'Drama']",,111,tt0086250,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",11.299673,1983-12-08,65884703.0,170.0,Released,The world is yours...,Scarface,False,8.0,3017.0,"['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer']","['miami', 'corruption', 'capitalism']",Brian De Palma
51,170000000,"['Action', 'Science Fiction', 'Adventure']",http://marvel.com/guardians,118340,tt2015381,en,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",53.291601,2014-07-30,773328629.0,121.0,Released,All heroes start somewhere.,Guardians of the Galaxy,False,7.9,10014.0,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']","['marvel comic', 'spaceship', 'space']",James Gunn
52,63000000,"['Action', 'Science Fiction']",http://www.warnerbros.com/matrix,603,tt0133093,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",33.366332,1999-03-30,463517383.0,136.0,Released,Welcome to the Real World.,The Matrix,False,7.9,9079.0,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']","['saving the world', 'artificial intelligence', 'man vs machine']",Lana Wachowski
53,100000000,"['Crime', 'Drama', 'Comedy']",http://www.thewolfofwallstreet.com/,106646,tt0993846,en,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",16.382422,2013-12-25,392000694.0,180.0,Released,EARN. SPEND. PARTY.,The Wolf of Wall Street,False,7.9,6768.0,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']","['corruption', 'sex', 'sexuality']",Martin Scorsese
54,175000000,"['Drama', 'Comedy', 'Animation']",http://movies.disney.com/inside-out,150540,tt2096673,en,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",23.985587,2015-06-09,857611174.0,94.0,Released,Meet the little voices inside your head.,Inside Out,False,7.9,6737.0,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind']","['dream', 'cartoon', 'imaginary friend']",Pete Docter
55,70000000,"['Drama', 'Action', 'Thriller']",http://www.inglouriousbasterds-movie.com/,16869,tt0361748,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",16.89564,2009-08-18,319131050.0,153.0,Released,Once upon a time in Nazi occupied France...,Inglourious Basterds,False,7.9,6598.0,"['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz']","['paris', 'guerrilla', 'cinema']",Quentin Tarantino
56,125000000,"['Family', 'Fantasy', 'Adventure']",http://www.harrypotter.com,12445,tt1201607,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",24.990737,2011-07-07,1342000000.0,130.0,Released,It all ends here.,Harry Potter and the Deathly Hallows: Part 2,False,7.9,6141.0,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']","['self sacrifice', 'magic', 'frog']",David Yates
57,61000000,"['Mystery', 'Thriller', 'Drama']",http://www.gonegirlmovie.com/,210577,tt2267998,en,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",154.801009,2014-10-01,369330363.0,145.0,Released,You don't know what you've got 'til it's...,Gone Girl,False,7.9,6023.0,"['Ben Affleck', 'Rosamund Pike', 'Carrie Coon']","['based on novel', 'marriage crisis', 'disappearance']",David Fincher
58,103000000,"['Action', 'Drama', 'Adventure']",,98,tt0172495,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",23.186667,2000-05-01,457640427.0,155.0,Released,A Hero Will Rise.,Gladiator,False,7.9,5566.0,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']","['rome', 'gladiator', 'arena']",Ridley Scott
59,3700000,"['Animation', 'Drama', 'War']",,12477,tt0095327,ja,火垂るの墓,"In the latter part of World War II, a boy and his sister, orphaned when their mother is killed in the firebombing of Tokyo, are left to survive on their own in what remains of civilian life in Japan. The plot follows this boy and his sister as they do their best to survive in the Japanese countryside, battling hunger, prejudice, and pride in their own quiet, personal battle.",0.010902,1988-04-16,0.0,89.0,Released,"At 4 and 14, they tried to live on",Grave of the Fireflies,False,8.2,974.0,"['Tsutomu Tatsumi', 'Ayano Shiraishi', 'Yoshiko Shinohara']","['japan', 'brother sister relationship', 'hunger']",Isao Takahata
60,31500000,"['Drama', 'War']",http://www.apocalypsenow.com,28,tt0078788,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",13.5963,1979-08-15,89460381.0,153.0,Released,This is the end...,Apocalypse Now,False,8.0,2112.0,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall']","['guerrilla', 'river', 'vietnam']",Francis Ford Coppola
61,70000000,"['Drama', 'History', 'War']",,857,tt0120815,en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",21.758054,1998-07-24,481840909.0,169.0,Released,The mission is a man.,Saving Private Ryan,False,7.9,5148.0,"['Tom Hanks', 'Matt Damon', 'Vin Diesel']","['war crimes', 'self sacrifice', 'war veteran']",Steven Spielberg
62,32350000,"['Adventure', 'Action', 'Science Fiction']",http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,1892,tt0086190,en,Return of the Jedi,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",14.586087,1983-05-23,572700000.0,135.0,Released,The Empire Falls...,Return of the Jedi,False,7.9,4763.0,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","['rebel', 'brother sister relationship', 'emperor']",Richard Marquand
63,30000000,"['Comedy', 'Drama', 'Music']",http://www.lalaland.movie/,313369,tt3783958,en,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",19.681686,2016-11-29,445435700.0,128.0,Released,Here's to the fools who dream.,La La Land,False,7.9,4745.0,"['Ryan Gosling', 'Emma Stone', 'John Legend']","['jazz', 'dance', 'passion']",Damien Chazelle
64,3000000,"['Drama', 'Thriller', 'Mystery']",,670,tt0364569,ko,올드보이,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",10.616859,2003-01-01,14980005.0,120.0,Released,"15 years of imprisonment, five days of vengeance",Oldboy,False,8.0,2000.0,"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jung']","['sushi restaurant', 'rage and hate', 'notebook']",Park Chan-wook
65,11000000,"['Horror', 'Action', 'Thriller']",https://www.facebook.com/alienanthology/,348,tt0078748,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",23.37742,1979-05-25,104931801.0,117.0,Released,In space no one can hear you scream.,Alien,False,7.9,4564.0,"['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright']","['android', 'countdown', 'space marine']",Ridley Scott
66,90000000,"['Drama', 'Thriller', 'Crime']",http://thedeparted.warnerbros.com/,1422,tt0407887,en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",18.515448,2006-10-05,289847354.0,151.0,Released,Lies. Betrayal. Sacrifice. How far will you take it?,The Departed,False,7.9,4455.0,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson']","['undercover', 'boston', 'police']",Martin Scorsese
67,23000000,"['Romance', 'Science Fiction', 'Drama']",http://www.herthemovie.com/,152601,tt1798709,en,Her,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",13.829515,2013-12-18,47351251.0,126.0,Released,A Spike Jonze Love Story,Her,False,7.9,4215.0,"['Joaquin Phoenix', 'Scarlett Johansson', 'Rooney Mara']","['artificial intelligence', 'computer', 'love']",Spike Jonze
68,28000000,"['Science Fiction', 'Drama', 'Thriller']",http://www.warnerbros.com/blade-runner,78,tt0083658,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",96.272374,1982-06-25,33139618.0,117.0,Released,Man has made his match... now it's his problem.,Blade Runner,False,7.9,3833.0,"['Harrison Ford', 'Rutger Hauer', 'Sean Young']","['artificial intelligence', 'bounty hunter', 'dystopia']",Ridley Scott
